site,week,year,order,variable,value 
BAL,29,2016,Hemiptera,Other_Hemiptera,0
BAL,30,2016,Hemiptera,Other_Hemiptera,0.043835616
BAL,31,2016,Hemiptera,Other_Hemiptera,0.175342466
BAL,32,2016,Hemiptera,Other_Hemiptera,0
BAL,33,2016,Hemiptera,Other_Hemiptera,0.043835616
BAL,34,2016,Hemiptera,Other_Hemiptera,0.164383562
BAL,35,2016,Hemiptera,Other_Hemiptera,0.076712329
BAL,36,2016,Hemiptera,Other_Hemiptera,0.021917808
BAL,37,2016,Hemiptera,Other_Hemiptera,0.002739726
COO,29,2015,Hemiptera,Other_Hemiptera,0.194444444
COO,30,2015,Hemiptera,Other_Hemiptera,0.083333333
COO,31,2015,Hemiptera,Other_Hemiptera,0.291666667
COO,32,2015,Hemiptera,Other_Hemiptera,0.125
COO,33,2015,Hemiptera,Other_Hemiptera,0.25
COO,34,2015,Hemiptera,Other_Hemiptera,0.055555556
COO,23,2016,Hemiptera,Other_Hemiptera,0.010932945
COO,24,2016,Hemiptera,Other_Hemiptera,0.008746356
COO,25,2016,Hemiptera,Other_Hemiptera,0.128279883
COO,26,2016,Hemiptera,Other_Hemiptera,0.040816327
COO,27,2016,Hemiptera,Other_Hemiptera,0.356413994
COO,28,2016,Hemiptera,Other_Hemiptera,0.005102041
COO,29,2016,Hemiptera,Other_Hemiptera,0.008746356
COO,30,2016,Hemiptera,Other_Hemiptera,0.002915452
COO,31,2016,Hemiptera,Other_Hemiptera,0.285714286
COO,32,2016,Hemiptera,Other_Hemiptera,0.047376093
COO,33,2016,Hemiptera,Other_Hemiptera,0.011661808
COO,34,2016,Hemiptera,Other_Hemiptera,0.072886297
COO,35,2016,Hemiptera,Other_Hemiptera,0.017492711
COO,36,2016,Hemiptera,Other_Hemiptera,0
COO,37,2016,Hemiptera,Other_Hemiptera,0.002915452
ENG,29,2015,Hemiptera,Other_Hemiptera,0.105263158
ENG,30,2015,Hemiptera,Other_Hemiptera,0.192982456
ENG,31,2015,Hemiptera,Other_Hemiptera,0.666666667
ENG,34,2015,Hemiptera,Other_Hemiptera,0.035087719
ENG,23,2016,Hemiptera,Other_Hemiptera,0.004149378
ENG,24,2016,Hemiptera,Other_Hemiptera,0.004149378
ENG,25,2016,Hemiptera,Other_Hemiptera,0.179460581
ENG,26,2016,Hemiptera,Other_Hemiptera,0.008298755
ENG,27,2016,Hemiptera,Other_Hemiptera,0.601659751
ENG,28,2016,Hemiptera,Other_Hemiptera,0.005186722
ENG,29,2016,Hemiptera,Other_Hemiptera,0.041493776
ENG,30,2016,Hemiptera,Other_Hemiptera,0.010373444
ENG,31,2016,Hemiptera,Other_Hemiptera,0.001037344
ENG,32,2016,Hemiptera,Other_Hemiptera,0.007261411
ENG,33,2016,Hemiptera,Other_Hemiptera,0.020746888
ENG,34,2016,Hemiptera,Other_Hemiptera,0.049792531
ENG,35,2016,Hemiptera,Other_Hemiptera,0.058091286
ENG,36,2016,Hemiptera,Other_Hemiptera,0
ENG,37,2016,Hemiptera,Other_Hemiptera,0.008298755
GOV,29,2015,Hemiptera,Other_Hemiptera,0.020547945
GOV,30,2015,Hemiptera,Other_Hemiptera,0.047945205
GOV,31,2015,Hemiptera,Other_Hemiptera,0.246575342
GOV,33,2015,Hemiptera,Other_Hemiptera,0
GOV,34,2015,Hemiptera,Other_Hemiptera,0.684931507
GOV,24,2016,Hemiptera,Other_Hemiptera,0.1
GOV,26,2016,Hemiptera,Other_Hemiptera,0.02
GOV,27,2016,Hemiptera,Other_Hemiptera,0
GOV,28,2016,Hemiptera,Other_Hemiptera,0.02
GOV,29,2016,Hemiptera,Other_Hemiptera,0.22
GOV,30,2016,Hemiptera,Other_Hemiptera,0.06
GOV,31,2016,Hemiptera,Other_Hemiptera,0.12
GOV,32,2016,Hemiptera,Other_Hemiptera,0.06
GOV,33,2016,Hemiptera,Other_Hemiptera,0
GOV,35,2016,Hemiptera,Other_Hemiptera,0.12
GOV,36,2016,Hemiptera,Other_Hemiptera,0.08
GOV,37,2016,Hemiptera,Other_Hemiptera,0.2
HES,25,2015,Hemiptera,Other_Hemiptera,0.142857143
HES,27,2015,Hemiptera,Other_Hemiptera,0.104761905
HES,28,2015,Hemiptera,Other_Hemiptera,0
HES,29,2015,Hemiptera,Other_Hemiptera,0.00952381
HES,30,2015,Hemiptera,Other_Hemiptera,0.371428571
HES,31,2015,Hemiptera,Other_Hemiptera,0.19047619
HES,32,2015,Hemiptera,Other_Hemiptera,0.114285714
HES,33,2015,Hemiptera,Other_Hemiptera,0.066666667
HES,23,2016,Hemiptera,Other_Hemiptera,0.008350731
HES,24,2016,Hemiptera,Other_Hemiptera,0.050104384
HES,25,2016,Hemiptera,Other_Hemiptera,0.033402923
HES,26,2016,Hemiptera,Other_Hemiptera,0.008350731
HES,27,2016,Hemiptera,Other_Hemiptera,0.083507307
HES,28,2016,Hemiptera,Other_Hemiptera,0.008350731
HES,29,2016,Hemiptera,Other_Hemiptera,0.108559499
HES,30,2016,Hemiptera,Other_Hemiptera,0.075156576
HES,31,2016,Hemiptera,Other_Hemiptera,0.219206681
HES,32,2016,Hemiptera,Other_Hemiptera,0.020876827
HES,33,2016,Hemiptera,Other_Hemiptera,0.041753653
HES,34,2016,Hemiptera,Other_Hemiptera,0.227557411
HES,35,2016,Hemiptera,Other_Hemiptera,0.075156576
HES,36,2016,Hemiptera,Other_Hemiptera,0.03131524
HES,37,2016,Hemiptera,Other_Hemiptera,0.008350731
HOR,25,2015,Hemiptera,Other_Hemiptera,0.020408163
HOR,26,2015,Hemiptera,Other_Hemiptera,0
HOR,28,2015,Hemiptera,Other_Hemiptera,0.010204082
HOR,29,2015,Hemiptera,Other_Hemiptera,0.551020408
HOR,30,2015,Hemiptera,Other_Hemiptera,0.275510204
HOR,31,2015,Hemiptera,Other_Hemiptera,0.040816327
HOR,32,2015,Hemiptera,Other_Hemiptera,0.020408163
HOR,33,2015,Hemiptera,Other_Hemiptera,0.040816327
HOR,34,2015,Hemiptera,Other_Hemiptera,0.040816327
HOR,23,2016,Hemiptera,Other_Hemiptera,0
HOR,24,2016,Hemiptera,Other_Hemiptera,0.015564202
HOR,25,2016,Hemiptera,Other_Hemiptera,0.108949416
HOR,26,2016,Hemiptera,Other_Hemiptera,0.023346304
HOR,27,2016,Hemiptera,Other_Hemiptera,0.038910506
HOR,28,2016,Hemiptera,Other_Hemiptera,0
HOR,29,2016,Hemiptera,Other_Hemiptera,0
HOR,30,2016,Hemiptera,Other_Hemiptera,0.007782101
HOR,31,2016,Hemiptera,Other_Hemiptera,0.124513619
HOR,32,2016,Hemiptera,Other_Hemiptera,0.101167315
HOR,33,2016,Hemiptera,Other_Hemiptera,0.171206226
HOR,34,2016,Hemiptera,Other_Hemiptera,0.295719844
HOR,35,2016,Hemiptera,Other_Hemiptera,0.031128405
HOR,36,2016,Hemiptera,Other_Hemiptera,0.062256809
HOR,37,2016,Hemiptera,Other_Hemiptera,0.019455253
KER,27,2015,Hemiptera,Other_Hemiptera,0.024070022
KER,28,2015,Hemiptera,Other_Hemiptera,0.227571116
KER,29,2015,Hemiptera,Other_Hemiptera,0
KER,31,2015,Hemiptera,Other_Hemiptera,0.210065646
KER,32,2015,Hemiptera,Other_Hemiptera,0.223194748
KER,33,2015,Hemiptera,Other_Hemiptera,0.245076586
KER,34,2015,Hemiptera,Other_Hemiptera,0.070021882
KER,25,2016,Hemiptera,Other_Hemiptera,0.128738622
KER,26,2016,Hemiptera,Other_Hemiptera,0.010403121
KER,27,2016,Hemiptera,Other_Hemiptera,0.245773732
KER,28,2016,Hemiptera,Other_Hemiptera,0.00520156
KER,29,2016,Hemiptera,Other_Hemiptera,0.083224967
KER,30,2016,Hemiptera,Other_Hemiptera,0.053315995
KER,31,2016,Hemiptera,Other_Hemiptera,0.275682705
KER,32,2016,Hemiptera,Other_Hemiptera,0.088426528
KER,33,2016,Hemiptera,Other_Hemiptera,0.023407022
KER,34,2016,Hemiptera,Other_Hemiptera,0.033810143
KER,35,2016,Hemiptera,Other_Hemiptera,0.00520156
KER,36,2016,Hemiptera,Other_Hemiptera,0.042912874
KER,37,2016,Hemiptera,Other_Hemiptera,0.00390117
KER ,26,2015,Hemiptera,Other_Hemiptera,0
KER ,24,2016,Hemiptera,Other_Hemiptera,1
SIL,24,2015,Hemiptera,Other_Hemiptera,0.004065041
SIL,25,2015,Hemiptera,Other_Hemiptera,0.134146341
SIL,27,2015,Hemiptera,Other_Hemiptera,0
SIL,29,2015,Hemiptera,Other_Hemiptera,0.398373984
SIL,30,2015,Hemiptera,Other_Hemiptera,0.073170732
SIL,31,2015,Hemiptera,Other_Hemiptera,0.268292683
SIL,33,2015,Hemiptera,Other_Hemiptera,0
SIL,34,2015,Hemiptera,Other_Hemiptera,0.12195122
SIL,23,2016,Hemiptera,Other_Hemiptera,0
SIL,24,2016,Hemiptera,Other_Hemiptera,0.014796547
SIL,25,2016,Hemiptera,Other_Hemiptera,0.07891492
SIL,27,2016,Hemiptera,Other_Hemiptera,0.11837238
SIL,28,2016,Hemiptera,Other_Hemiptera,0
SIL,29,2016,Hemiptera,Other_Hemiptera,0.05918619
SIL,30,2016,Hemiptera,Other_Hemiptera,0
SIL,31,2016,Hemiptera,Other_Hemiptera,0.473489519
SIL,32,2016,Hemiptera,Other_Hemiptera,0.008631319
SIL,33,2016,Hemiptera,Other_Hemiptera,0.09864365
SIL,34,2016,Hemiptera,Other_Hemiptera,0.002466091
SIL,35,2016,Hemiptera,Other_Hemiptera,0.081381011
SIL,36,2016,Hemiptera,Other_Hemiptera,0.024660912
SIL,37,2016,Hemiptera,Other_Hemiptera,0.03945746
SWA,24,2015,Hemiptera,Other_Hemiptera,0
SWA,27,2015,Hemiptera,Other_Hemiptera,0
SWA,28,2015,Hemiptera,Other_Hemiptera,0.23255814
SWA,30,2015,Hemiptera,Other_Hemiptera,0.279069767
SWA,31,2015,Hemiptera,Other_Hemiptera,0.139534884
SWA,32,2015,Hemiptera,Other_Hemiptera,0.209302326
SWA,33,2015,Hemiptera,Other_Hemiptera,0.046511628
SWA,34,2015,Hemiptera,Other_Hemiptera,0.093023256
SWA,24,2016,Hemiptera,Other_Hemiptera,0.011235955
SWA,25,2016,Hemiptera,Other_Hemiptera,0.08988764
SWA,26,2016,Hemiptera,Other_Hemiptera,0.224719101
SWA,27,2016,Hemiptera,Other_Hemiptera,0.08988764
SWA,28,2016,Hemiptera,Other_Hemiptera,0.02247191
SWA,29,2016,Hemiptera,Other_Hemiptera,0.08988764
SWA,30,2016,Hemiptera,Other_Hemiptera,0.033707865
SWA,31,2016,Hemiptera,Other_Hemiptera,0.179775281
SWA,32,2016,Hemiptera,Other_Hemiptera,0.016853933
SWA,33,2016,Hemiptera,Other_Hemiptera,0.04494382
SWA,34,2016,Hemiptera,Other_Hemiptera,0.04494382
SWA,35,2016,Hemiptera,Other_Hemiptera,0.050561798
SWA,36,2016,Hemiptera,Other_Hemiptera,0.08988764
SWA,37,2016,Hemiptera,Other_Hemiptera,0.011235955
YEL,25,2015,Hemiptera,Other_Hemiptera,0.047619048
YEL,26,2015,Hemiptera,Other_Hemiptera,0.285714286
YEL,30,2015,Hemiptera,Other_Hemiptera,0.095238095
YEL,33,2015,Hemiptera,Other_Hemiptera,0.571428571
YEL,23,2016,Hemiptera,Other_Hemiptera,0
YEL,24,2016,Hemiptera,Other_Hemiptera,0.004123711
YEL,25,2016,Hemiptera,Other_Hemiptera,0.084536082
YEL,26,2016,Hemiptera,Other_Hemiptera,0.008247423
YEL,27,2016,Hemiptera,Other_Hemiptera,0.090721649
YEL,28,2016,Hemiptera,Other_Hemiptera,0.012371134
YEL,29,2016,Hemiptera,Other_Hemiptera,0.004123711
YEL,30,2016,Hemiptera,Other_Hemiptera,0.024742268
YEL,31,2016,Hemiptera,Other_Hemiptera,0.288659794
YEL,32,2016,Hemiptera,Other_Hemiptera,0.156701031
YEL,33,2016,Hemiptera,Other_Hemiptera,0.057731959
YEL,34,2016,Hemiptera,Other_Hemiptera,0.181443299
YEL,35,2016,Hemiptera,Other_Hemiptera,0.07628866
YEL,36,2016,Hemiptera,Other_Hemiptera,0.008247423
YEL,37,2016,Hemiptera,Other_Hemiptera,0.002061856
BAL,29,2015,Hymenoptera,Braconidae,0.314606742
BAL,30,2015,Hymenoptera,Braconidae,0.505617978
BAL,31,2015,Hymenoptera,Braconidae,0
BAL,32,2015,Hymenoptera,Braconidae,0
BAL,33,2015,Hymenoptera,Braconidae,0
BAL,34,2015,Hymenoptera,Braconidae,0.179775281
BAL,23,2016,Hymenoptera,Braconidae,0
BAL,24,2016,Hymenoptera,Braconidae,0
BAL,25,2016,Hymenoptera,Braconidae,0
BAL,26,2016,Hymenoptera,Braconidae,0.016393443
BAL,27,2016,Hymenoptera,Braconidae,0.098360656
BAL,28,2016,Hymenoptera,Braconidae,0
BAL,29,2016,Hymenoptera,Braconidae,0.196721311
BAL,30,2016,Hymenoptera,Braconidae,0.131147541
BAL,31,2016,Hymenoptera,Braconidae,0.196721311
BAL,32,2016,Hymenoptera,Braconidae,0
BAL,33,2016,Hymenoptera,Braconidae,0.098360656
BAL,34,2016,Hymenoptera,Braconidae,0.06557377
BAL,35,2016,Hymenoptera,Braconidae,0.131147541
BAL,36,2016,Hymenoptera,Braconidae,0.06557377
BAL,37,2016,Hymenoptera,Braconidae,0
COO,29,2015,Hymenoptera,Braconidae,0
COO,30,2015,Hymenoptera,Braconidae,0.585365854
COO,31,2015,Hymenoptera,Braconidae,0
COO,32,2015,Hymenoptera,Braconidae,0.073170732
COO,33,2015,Hymenoptera,Braconidae,0.341463415
COO,34,2015,Hymenoptera,Braconidae,0
COO,23,2016,Hymenoptera,Braconidae,0.014492754
COO,24,2016,Hymenoptera,Braconidae,0.065217391
COO,25,2016,Hymenoptera,Braconidae,0
COO,26,2016,Hymenoptera,Braconidae,0.115942029
COO,27,2016,Hymenoptera,Braconidae,0.579710145
COO,28,2016,Hymenoptera,Braconidae,0.007246377
COO,29,2016,Hymenoptera,Braconidae,0.057971014
COO,30,2016,Hymenoptera,Braconidae,0
COO,31,2016,Hymenoptera,Braconidae,0
COO,32,2016,Hymenoptera,Braconidae,0.028985507
COO,33,2016,Hymenoptera,Braconidae,0.086956522
COO,34,2016,Hymenoptera,Braconidae,0.028985507
COO,35,2016,Hymenoptera,Braconidae,0
COO,36,2016,Hymenoptera,Braconidae,0
COO,37,2016,Hymenoptera,Braconidae,0.014492754
ENG,29,2015,Hymenoptera,Braconidae,0
ENG,30,2015,Hymenoptera,Braconidae,0.076923077
ENG,31,2015,Hymenoptera,Braconidae,0.923076923
ENG,34,2015,Hymenoptera,Braconidae,0
ENG,23,2016,Hymenoptera,Braconidae,0
ENG,24,2016,Hymenoptera,Braconidae,0.114285714
ENG,25,2016,Hymenoptera,Braconidae,0.114285714
ENG,26,2016,Hymenoptera,Braconidae,0
ENG,27,2016,Hymenoptera,Braconidae,0
ENG,28,2016,Hymenoptera,Braconidae,0
ENG,29,2016,Hymenoptera,Braconidae,0.342857143
ENG,30,2016,Hymenoptera,Braconidae,0.228571429
ENG,31,2016,Hymenoptera,Braconidae,0
ENG,32,2016,Hymenoptera,Braconidae,0.028571429
ENG,33,2016,Hymenoptera,Braconidae,0.057142857
ENG,34,2016,Hymenoptera,Braconidae,0.114285714
ENG,35,2016,Hymenoptera,Braconidae,0
ENG,36,2016,Hymenoptera,Braconidae,0
ENG,37,2016,Hymenoptera,Braconidae,0
GOV,29,2015,Hymenoptera,Braconidae,0.015151515
GOV,30,2015,Hymenoptera,Braconidae,0.151515152
GOV,31,2015,Hymenoptera,Braconidae,0.545454545
GOV,33,2015,Hymenoptera,Braconidae,0.045454545
GOV,34,2015,Hymenoptera,Braconidae,0.242424242
GOV,24,2016,Hymenoptera,Braconidae,0.027027027
GOV,26,2016,Hymenoptera,Braconidae,0
GOV,27,2016,Hymenoptera,Braconidae,0.027027027
GOV,28,2016,Hymenoptera,Braconidae,0.054054054
GOV,29,2016,Hymenoptera,Braconidae,0.135135135
GOV,30,2016,Hymenoptera,Braconidae,0
GOV,31,2016,Hymenoptera,Braconidae,0
GOV,32,2016,Hymenoptera,Braconidae,0
GOV,33,2016,Hymenoptera,Braconidae,0
GOV,35,2016,Hymenoptera,Braconidae,0.081081081
GOV,36,2016,Hymenoptera,Braconidae,0.648648649
GOV,37,2016,Hymenoptera,Braconidae,0.027027027
HES,25,2015,Hymenoptera,Braconidae,0
HES,27,2015,Hymenoptera,Braconidae,0.079207921
HES,28,2015,Hymenoptera,Braconidae,0.099009901
HES,29,2015,Hymenoptera,Braconidae,0.00990099
HES,30,2015,Hymenoptera,Braconidae,0.732673267
HES,31,2015,Hymenoptera,Braconidae,0.03960396
HES,32,2015,Hymenoptera,Braconidae,0.01980198
HES,33,2015,Hymenoptera,Braconidae,0.01980198
HES,23,2016,Hymenoptera,Braconidae,0
HES,24,2016,Hymenoptera,Braconidae,0
HES,25,2016,Hymenoptera,Braconidae,0
HES,26,2016,Hymenoptera,Braconidae,0
HES,27,2016,Hymenoptera,Braconidae,0.352
HES,28,2016,Hymenoptera,Braconidae,0.016
HES,29,2016,Hymenoptera,Braconidae,0.224
HES,30,2016,Hymenoptera,Braconidae,0
HES,31,2016,Hymenoptera,Braconidae,0
HES,32,2016,Hymenoptera,Braconidae,0
HES,33,2016,Hymenoptera,Braconidae,0.032
HES,34,2016,Hymenoptera,Braconidae,0
HES,35,2016,Hymenoptera,Braconidae,0.32
HES,36,2016,Hymenoptera,Braconidae,0.048
HES,37,2016,Hymenoptera,Braconidae,0.008
HOR,25,2015,Hymenoptera,Braconidae,0.109090909
HOR,26,2015,Hymenoptera,Braconidae,0.036363636
HOR,28,2015,Hymenoptera,Braconidae,0
HOR,29,2015,Hymenoptera,Braconidae,0
HOR,30,2015,Hymenoptera,Braconidae,0.545454545
HOR,31,2015,Hymenoptera,Braconidae,0.072727273
HOR,32,2015,Hymenoptera,Braconidae,0.090909091
HOR,33,2015,Hymenoptera,Braconidae,0
HOR,34,2015,Hymenoptera,Braconidae,0.145454545
HOR,23,2016,Hymenoptera,Braconidae,0.233333333
HOR,24,2016,Hymenoptera,Braconidae,0.266666667
HOR,25,2016,Hymenoptera,Braconidae,0
HOR,26,2016,Hymenoptera,Braconidae,0.066666667
HOR,27,2016,Hymenoptera,Braconidae,0.066666667
HOR,28,2016,Hymenoptera,Braconidae,0
HOR,29,2016,Hymenoptera,Braconidae,0
HOR,30,2016,Hymenoptera,Braconidae,0
HOR,31,2016,Hymenoptera,Braconidae,0.133333333
HOR,32,2016,Hymenoptera,Braconidae,0.066666667
HOR,33,2016,Hymenoptera,Braconidae,0.133333333
HOR,34,2016,Hymenoptera,Braconidae,0
HOR,35,2016,Hymenoptera,Braconidae,0
HOR,36,2016,Hymenoptera,Braconidae,0
HOR,37,2016,Hymenoptera,Braconidae,0.033333333
KER,27,2015,Hymenoptera,Braconidae,0.00591716
KER,28,2015,Hymenoptera,Braconidae,0.047337278
KER,29,2015,Hymenoptera,Braconidae,0.165680473
KER,31,2015,Hymenoptera,Braconidae,0.236686391
KER,32,2015,Hymenoptera,Braconidae,0.071005917
KER,33,2015,Hymenoptera,Braconidae,0.426035503
KER,34,2015,Hymenoptera,Braconidae,0.047337278
KER,25,2016,Hymenoptera,Braconidae,0
KER,26,2016,Hymenoptera,Braconidae,0.042553191
KER,27,2016,Hymenoptera,Braconidae,0
KER,28,2016,Hymenoptera,Braconidae,0
KER,29,2016,Hymenoptera,Braconidae,0.510638298
KER,30,2016,Hymenoptera,Braconidae,0.021276596
KER,31,2016,Hymenoptera,Braconidae,0.085106383
KER,32,2016,Hymenoptera,Braconidae,0.085106383
KER,33,2016,Hymenoptera,Braconidae,0.063829787
KER,34,2016,Hymenoptera,Braconidae,0
KER,35,2016,Hymenoptera,Braconidae,0.170212766
KER,36,2016,Hymenoptera,Braconidae,0
KER,37,2016,Hymenoptera,Braconidae,0.021276596
KER ,26,2015,Hymenoptera,Braconidae,0
KER ,24,2016,Hymenoptera,Braconidae,0
SIL,24,2015,Hymenoptera,Braconidae,0
SIL,25,2015,Hymenoptera,Braconidae,0
SIL,27,2015,Hymenoptera,Braconidae,0
SIL,29,2015,Hymenoptera,Braconidae,0
SIL,30,2015,Hymenoptera,Braconidae,0.333333333
SIL,31,2015,Hymenoptera,Braconidae,0.333333333
SIL,33,2015,Hymenoptera,Braconidae,0
SIL,34,2015,Hymenoptera,Braconidae,0.333333333
SIL,23,2016,Hymenoptera,Braconidae,0.016949153
SIL,24,2016,Hymenoptera,Braconidae,0.152542373
SIL,25,2016,Hymenoptera,Braconidae,0
SIL,27,2016,Hymenoptera,Braconidae,0.271186441
SIL,28,2016,Hymenoptera,Braconidae,0
SIL,29,2016,Hymenoptera,Braconidae,0
SIL,30,2016,Hymenoptera,Braconidae,0
SIL,31,2016,Hymenoptera,Braconidae,0
SIL,32,2016,Hymenoptera,Braconidae,0.016949153
SIL,33,2016,Hymenoptera,Braconidae,0
SIL,34,2016,Hymenoptera,Braconidae,0.542372881
SIL,35,2016,Hymenoptera,Braconidae,0
SIL,36,2016,Hymenoptera,Braconidae,0
SIL,37,2016,Hymenoptera,Braconidae,0
SWA,24,2015,Hymenoptera,Braconidae,0.481481481
SWA,27,2015,Hymenoptera,Braconidae,0.074074074
SWA,28,2015,Hymenoptera,Braconidae,0.296296296
SWA,30,2015,Hymenoptera,Braconidae,0
SWA,31,2015,Hymenoptera,Braconidae,0
SWA,32,2015,Hymenoptera,Braconidae,0.148148148
SWA,33,2015,Hymenoptera,Braconidae,0
SWA,34,2015,Hymenoptera,Braconidae,0
SWA,24,2016,Hymenoptera,Braconidae,0
SWA,25,2016,Hymenoptera,Braconidae,0
SWA,26,2016,Hymenoptera,Braconidae,0.307692308
SWA,27,2016,Hymenoptera,Braconidae,0
SWA,28,2016,Hymenoptera,Braconidae,0.307692308
SWA,29,2016,Hymenoptera,Braconidae,0.307692308
SWA,30,2016,Hymenoptera,Braconidae,0
SWA,31,2016,Hymenoptera,Braconidae,0
SWA,32,2016,Hymenoptera,Braconidae,0.076923077
SWA,33,2016,Hymenoptera,Braconidae,0
SWA,34,2016,Hymenoptera,Braconidae,0
SWA,35,2016,Hymenoptera,Braconidae,0
SWA,36,2016,Hymenoptera,Braconidae,0
SWA,37,2016,Hymenoptera,Braconidae,0
YEL,25,2015,Hymenoptera,Braconidae,0
YEL,26,2015,Hymenoptera,Braconidae,0.25
YEL,30,2015,Hymenoptera,Braconidae,0.25
YEL,33,2015,Hymenoptera,Braconidae,0.5
YEL,23,2016,Hymenoptera,Braconidae,0
YEL,24,2016,Hymenoptera,Braconidae,0
YEL,25,2016,Hymenoptera,Braconidae,0
YEL,26,2016,Hymenoptera,Braconidae,0.068965517
YEL,27,2016,Hymenoptera,Braconidae,0.137931034
YEL,28,2016,Hymenoptera,Braconidae,0
YEL,29,2016,Hymenoptera,Braconidae,0
YEL,30,2016,Hymenoptera,Braconidae,0.137931034
YEL,31,2016,Hymenoptera,Braconidae,0.275862069
YEL,32,2016,Hymenoptera,Braconidae,0.068965517
YEL,33,2016,Hymenoptera,Braconidae,0
YEL,34,2016,Hymenoptera,Braconidae,0
YEL,35,2016,Hymenoptera,Braconidae,0.275862069
YEL,36,2016,Hymenoptera,Braconidae,0
YEL,37,2016,Hymenoptera,Braconidae,0.034482759
BAL,29,2015,Hymenoptera,Formicidae,0.151515152
BAL,30,2015,Hymenoptera,Formicidae,0.303030303
BAL,31,2015,Hymenoptera,Formicidae,0
BAL,32,2015,Hymenoptera,Formicidae,0.303030303
BAL,33,2015,Hymenoptera,Formicidae,0
BAL,34,2015,Hymenoptera,Formicidae,0.242424242
BAL,23,2016,Hymenoptera,Formicidae,0.001796945
BAL,24,2016,Hymenoptera,Formicidae,0
BAL,25,2016,Hymenoptera,Formicidae,0.014375562
BAL,26,2016,Hymenoptera,Formicidae,0
BAL,27,2016,Hymenoptera,Formicidae,0
BAL,28,2016,Hymenoptera,Formicidae,0.000898473
BAL,29,2016,Hymenoptera,Formicidae,0
BAL,30,2016,Hymenoptera,Formicidae,0.001796945
BAL,31,2016,Hymenoptera,Formicidae,0.001796945
BAL,32,2016,Hymenoptera,Formicidae,0.006289308
BAL,33,2016,Hymenoptera,Formicidae,0
BAL,34,2016,Hymenoptera,Formicidae,0.010781671
BAL,35,2016,Hymenoptera,Formicidae,0.948787062
BAL,36,2016,Hymenoptera,Formicidae,0.007187781
BAL,37,2016,Hymenoptera,Formicidae,0.006289308
COO,29,2015,Hymenoptera,Formicidae,0.032967033
COO,30,2015,Hymenoptera,Formicidae,0.28021978
COO,31,2015,Hymenoptera,Formicidae,0.543956044
COO,32,2015,Hymenoptera,Formicidae,0.065934066
COO,33,2015,Hymenoptera,Formicidae,0.054945055
COO,34,2015,Hymenoptera,Formicidae,0.021978022
COO,23,2016,Hymenoptera,Formicidae,0.01183432
COO,24,2016,Hymenoptera,Formicidae,0
COO,25,2016,Hymenoptera,Formicidae,0.094674556
COO,26,2016,Hymenoptera,Formicidae,0.047337278
COO,27,2016,Hymenoptera,Formicidae,0.284023669
COO,28,2016,Hymenoptera,Formicidae,0.00591716
COO,29,2016,Hymenoptera,Formicidae,0.023668639
COO,30,2016,Hymenoptera,Formicidae,0
COO,31,2016,Hymenoptera,Formicidae,0.289940828
COO,32,2016,Hymenoptera,Formicidae,0.047337278
COO,33,2016,Hymenoptera,Formicidae,0
COO,34,2016,Hymenoptera,Formicidae,0.071005917
COO,35,2016,Hymenoptera,Formicidae,0
COO,36,2016,Hymenoptera,Formicidae,0.118343195
COO,37,2016,Hymenoptera,Formicidae,0.00591716
ENG,29,2015,Hymenoptera,Formicidae,0
ENG,30,2015,Hymenoptera,Formicidae,0.157894737
ENG,31,2015,Hymenoptera,Formicidae,0.842105263
ENG,34,2015,Hymenoptera,Formicidae,0
ENG,23,2016,Hymenoptera,Formicidae,0
ENG,24,2016,Hymenoptera,Formicidae,0
ENG,25,2016,Hymenoptera,Formicidae,0.086330935
ENG,26,2016,Hymenoptera,Formicidae,0
ENG,27,2016,Hymenoptera,Formicidae,0.345323741
ENG,28,2016,Hymenoptera,Formicidae,0.007194245
ENG,29,2016,Hymenoptera,Formicidae,0
ENG,30,2016,Hymenoptera,Formicidae,0.007194245
ENG,31,2016,Hymenoptera,Formicidae,0.115107914
ENG,32,2016,Hymenoptera,Formicidae,0
ENG,33,2016,Hymenoptera,Formicidae,0.007194245
ENG,34,2016,Hymenoptera,Formicidae,0.345323741
ENG,35,2016,Hymenoptera,Formicidae,0.086330935
ENG,36,2016,Hymenoptera,Formicidae,0
ENG,37,2016,Hymenoptera,Formicidae,0
GOV,29,2015,Hymenoptera,Formicidae,0.024390244
GOV,30,2015,Hymenoptera,Formicidae,0.341463415
GOV,31,2015,Hymenoptera,Formicidae,0.43902439
GOV,33,2015,Hymenoptera,Formicidae,0.097560976
GOV,34,2015,Hymenoptera,Formicidae,0.097560976
GOV,24,2016,Hymenoptera,Formicidae,0.012987013
GOV,26,2016,Hymenoptera,Formicidae,0
GOV,27,2016,Hymenoptera,Formicidae,0.012987013
GOV,28,2016,Hymenoptera,Formicidae,0
GOV,29,2016,Hymenoptera,Formicidae,0.025974026
GOV,30,2016,Hymenoptera,Formicidae,0.012987013
GOV,31,2016,Hymenoptera,Formicidae,0.077922078
GOV,32,2016,Hymenoptera,Formicidae,0.012987013
GOV,33,2016,Hymenoptera,Formicidae,0
GOV,35,2016,Hymenoptera,Formicidae,0.714285714
GOV,36,2016,Hymenoptera,Formicidae,0.103896104
GOV,37,2016,Hymenoptera,Formicidae,0.025974026
HES,25,2015,Hymenoptera,Formicidae,0
HES,27,2015,Hymenoptera,Formicidae,0
